,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPointcl,Trange,SatT
1180,1,2010-06-08,67.0,58.0,63.0,-3.0,57.0,59.0,2.0,0.0,0417,1925,RA BR,0.0,0.0,0.45,29.22,29.97,8.8,13,10.1,0,9.0,6.0
1182,1,2010-06-09,83.0,65.0,74.0,8.0,56.0,63.0,0.0,9.0,0416,1925,BR,0.0,0.0,0.0,29.13,29.84,10.2,28,10.8,0,18.0,18.0
1184,1,2010-06-10,77.0,58.0,68.0,1.0,54.0,60.0,0.0,3.0,0416,1926, ,0.0,0.0,0.0,29.26,29.96,4.8,7,6.7,0,19.0,14.0
1186,1,2010-06-11,89.0,64.0,77.0,10.0,67.0,71.0,0.0,12.0,0416,1926,TS RA,0.0,0.0,0.02,29.18,29.89,8.8,19,10.5,1,25.0,10.0
1188,1,2010-06-12,77.0,62.0,70.0,2.0,63.0,65.0,0.0,5.0,0416,1927,TSRA RA BR,0.0,0.0,0.34,29.25,29.96,3.9,4,8.1,0,15.0,7.0
1190,1,2010-06-13,71.0,62.0,67.0,-1.0,62.0,64.0,0.0,2.0,0416,1927,RA BR,0.0,0.0,0.25,29.26,29.98,3.5,9,5.0,0,9.0,5.0
1192,1,2010-06-14,70.0,60.0,65.0,-3.0,61.0,62.0,0.0,0.0,0416,1928,RA BR,0.0,0.0,0.1,29.23,29.94,6.2,4,6.6,0,10.0,4.0
1194,1,2010-06-15,79.0,60.0,70.0,2.0,66.0,67.0,0.0,5.0,0416,1928,RA BR,0.0,0.0,0.59,29.16,29.89,2.2,19,5.5,1,19.0,4.0
1196,1,2010-06-16,82.0,63.0,73.0,4.0,61.0,65.0,0.0,8.0,0416,1929, ,0.0,0.0,0.0,29.28,29.98,5.9,28,9.0,0,19.0,12.0
1198,1,2010-06-17,84.0,64.0,74.0,5.0,62.0,67.0,0.0,9.0,0416,1929, ,0.0,0.0,0.0,29.3,30.01,5.8,14,7.5,0,20.0,12.0
1200,1,2010-06-18,90.0,67.0,79.0,9.0,66.0,69.0,0.0,14.0,0416,1929,TSRA BR,0.0,0.0,0.87,29.18,29.92,6.8,21,10.4,1,23.0,13.0
1202,1,2010-06-19,85.0,66.0,76.0,6.0,61.0,66.0,0.0,11.0,0416,1930, ,0.0,0.0,0.0,29.24,29.94,9.8,28,10.6,0,19.0,15.0
1204,1,2010-06-20,81.0,64.0,73.0,3.0,61.0,65.0,0.0,8.0,0416,1930, ,0.0,0.0,0.1,29.34,30.04,3.8,8,4.7,0,17.0,12.0
1206,1,2010-06-21,85.0,67.0,76.0,6.0,66.0,69.0,0.0,11.0,0416,1930,TSRA BR,0.0,0.0,0.22,29.26,29.97,5.6,16,8.4,1,18.0,10.0
1208,1,2010-06-22,85.0,69.0,77.0,7.0,68.0,71.0,0.0,12.0,0417,1931, ,0.0,0.0,0.0,29.28,29.98,5.9,23,6.9,1,16.0,9.0
1210,1,2010-06-23,87.0,69.0,78.0,8.0,70.0,71.0,0.0,13.0,0417,1931,TS TSRA RA BR,0.0,0.0,0.87,29.16,29.89,10.2,22,11.5,1,18.0,8.0
1212,1,2010-06-24,84.0,65.0,75.0,4.0,60.0,65.0,0.0,10.0,0417,1931, ,0.0,0.0,0.0,29.33,30.03,5.4,32,8.7,0,19.0,15.0
1214,1,2010-06-25,84.0,62.0,73.0,2.0,62.0,67.0,0.0,8.0,0417,1931, ,0.0,0.0,0.0,29.28,30.0,6.4,20,7.3,0,22.0,11.0
1216,1,2010-06-26,87.0,69.0,78.0,7.0,66.0,70.0,0.0,13.0,0418,1931,TS TSRA,0.0,0.0,0.85,29.1,29.83,1.0,11,6.7,1,18.0,12.0
1218,1,2010-06-27,85.0,72.0,79.0,8.0,70.0,73.0,0.0,14.0,0418,1931, ,0.0,0.0,0.54,28.9,29.62,7.4,24,9.1,1,13.0,9.0
1220,1,2010-06-28,82.0,63.0,73.0,2.0,59.0,65.0,0.0,8.0,0419,1931, ,0.0,0.0,0.0,29.08,29.76,9.4,31,11.3,0,19.0,14.0
1222,1,2010-06-29,75.0,59.0,67.0,-4.0,53.0,59.0,0.0,2.0,0419,1931, ,0.0,0.0,0.0,29.41,30.09,6.2,4,7.5,0,16.0,14.0
1224,1,2010-06-30,75.0,56.0,66.0,-6.0,50.0,57.0,0.0,1.0,0419,1931, ,0.0,0.0,0.0,29.54,30.25,3.7,4,6.0,0,19.0,16.0
1226,1,2010-07-01,77.0,55.0,66.0,-6.0,48.0,57.0,0.0,1.0,0420,1931, ,0.0,0.0,0.0,29.59,30.33,5.0,9,5.5,0,22.0,18.0
1228,1,2010-07-02,83.0,59.0,71.0,-1.0,53.0,61.0,0.0,6.0,0420,1931, ,0.0,0.0,0.0,29.47,30.2,7.9,19,8.1,0,24.0,18.0
1230,1,2010-07-03,87.0,60.0,74.0,2.0,56.0,63.0,0.0,9.0,0421,1931, ,0.0,0.0,0.0,29.31,30.04,8.5,20,9.0,0,27.0,18.0
1232,1,2010-07-04,91.0,68.0,80.0,8.0,66.0,71.0,0.0,15.0,0422,1930, ,0.0,0.0,0.0,29.2,29.91,10.2,22,10.5,1,23.0,14.0
1234,1,2010-07-05,91.0,78.0,85.0,13.0,64.0,71.0,0.0,20.0,0422,1930, ,0.0,0.0,0.0,29.2,29.9,15.0,20,15.3,0,13.0,21.0
1236,1,2010-07-06,90.0,73.0,82.0,10.0,69.0,73.0,0.0,17.0,0423,1930,TSRA RA,0.0,0.0,0.37,29.26,29.96,8.4,22,9.0,1,17.0,13.0
1238,1,2010-07-07,93.0,71.0,82.0,10.0,70.0,73.0,0.0,17.0,0423,1930,BR,0.0,0.0,0.2,29.34,30.03,3.5,23,6.3,1,22.0,12.0
1240,1,2010-07-08,88.0,73.0,81.0,8.0,70.0,73.0,0.0,16.0,0424,1929,TSRA RA BR,0.0,0.0,0.16,29.27,29.99,2.7,32,5.4,1,15.0,11.0
1242,1,2010-07-09,88.0,70.0,79.0,6.0,59.0,67.0,0.0,14.0,0425,1929, ,0.0,0.0,0.1,29.26,29.98,6.3,36,7.5,0,18.0,20.0
1244,1,2010-07-10,89.0,69.0,79.0,6.0,61.0,68.0,0.0,14.0,0425,1929, ,0.0,0.0,0.0,29.23,29.95,6.3,28,8.0,0,20.0,18.0
1246,1,2010-07-11,85.0,66.0,76.0,3.0,63.0,67.0,0.0,11.0,0426,1928,TSRA RA BR,0.0,0.0,0.79,29.08,29.81,5.6,23,7.8,0,19.0,13.0
1248,1,2010-07-12,84.0,65.0,75.0,2.0,65.0,68.0,0.0,10.0,0427,1928,BR,0.0,0.0,0.1,29.05,29.76,1.7,35,3.9,1,19.0,10.0
1250,1,2010-07-13,84.0,70.0,77.0,4.0,65.0,69.0,0.0,12.0,0428,1927, ,0.0,0.0,0.17,29.18,29.87,5.4,10,6.1,1,14.0,12.0
1252,1,2010-07-14,90.0,70.0,80.0,7.0,71.0,74.0,0.0,15.0,0428,1927,BR,0.0,0.0,0.0,29.25,29.96,9.2,17,10.1,1,20.0,9.0
1254,1,2010-07-15,90.0,71.0,81.0,7.0,69.0,73.0,0.0,16.0,0429,1926, ,0.0,0.0,0.01,29.21,29.91,7.0,27,10.1,1,19.0,12.0
1256,1,2010-07-16,90.0,67.0,79.0,5.0,62.0,68.0,0.0,14.0,0430,1925, ,0.0,0.0,0.0,29.23,29.95,7.4,25,8.1,0,23.0,17.0
1258,1,2010-07-17,93.0,71.0,82.0,8.0,63.0,70.0,0.0,17.0,0431,1925, ,0.0,0.0,0.0,29.18,29.89,5.6,28,6.9,0,22.0,19.0
1260,1,2010-07-18,92.0,72.0,82.0,8.0,69.0,73.0,0.0,17.0,0432,1924, ,0.0,0.0,0.01,29.1,29.82,7.0,25,9.7,1,20.0,13.0
1262,1,2010-07-19,84.0,69.0,77.0,3.0,66.0,70.0,0.0,12.0,0433,1923,RA,0.0,0.0,0.01,29.18,29.89,2.3,24,4.9,1,15.0,11.0
1264,1,2010-07-20,86.0,68.0,77.0,3.0,68.0,70.0,0.0,12.0,0433,1923, ,0.0,0.0,0.1,29.21,29.92,5.4,23,7.2,1,18.0,9.0
1266,1,2010-07-21,91.0,72.0,82.0,8.0,65.0,70.0,0.0,17.0,0434,1922, ,0.0,0.0,0.0,29.29,30.0,4.7,31,6.8,1,19.0,17.0
1268,1,2010-07-22,90.0,69.0,80.0,6.0,71.0,74.0,0.0,15.0,0435,1921, ,0.0,0.0,0.01,29.16,29.89,10.8,20,11.9,1,21.0,9.0
1270,1,2010-07-23,94.0,70.0,82.0,8.0,71.0,74.0,0.0,17.0,0436,1920,TS TSRA RA BR,0.0,0.0,2.79,29.15,29.85,11.2,24,11.8,1,24.0,11.0
1272,1,2010-07-24,87.0,69.0,78.0,4.0,71.0,73.0,0.0,13.0,0437,1919,TSRA RA BR,0.0,0.0,3.64,29.16,29.86,2.6,28,8.9,1,18.0,7.0
1274,1,2010-07-25,81.0,66.0,74.0,0.0,59.0,65.0,0.0,9.0,0438,1918, ,0.0,0.0,0.0,29.36,30.06,8.7,2,9.2,0,15.0,15.0
1276,1,2010-07-26,84.0,61.0,73.0,-1.0,62.0,67.0,0.0,8.0,0439,1918, ,0.0,0.0,0.0,29.38,30.09,4.5,12,5.2,0,23.0,11.0
1278,1,2010-07-27,88.0,68.0,78.0,4.0,67.0,71.0,0.0,13.0,0440,1917, ,0.0,0.0,0.0,29.28,30.01,5.6,21,6.4,1,20.0,11.0
1280,1,2010-07-28,88.0,73.0,81.0,7.0,71.0,74.0,0.0,16.0,0441,1916,BR,0.0,0.0,0.0,29.24,29.94,6.8,28,9.3,1,15.0,10.0
1282,1,2010-07-29,82.0,67.0,75.0,1.0,58.0,65.0,0.0,10.0,0442,1915, ,0.0,0.0,0.0,29.36,30.07,6.0,5,7.0,0,15.0,17.0
1284,1,2010-07-30,80.0,69.0,75.0,1.0,60.0,65.0,0.0,10.0,0443,1914,RA,0.0,0.0,0.1,29.25,29.98,5.5,17,6.1,0,11.0,15.0
1286,1,2010-07-31,80.0,65.0,73.0,-1.0,64.0,67.0,0.0,8.0,0444,1913,TS TSRA RA BR,0.0,0.0,0.68,29.14,29.86,3.6,13,5.8,0,15.0,9.0
1288,1,2010-08-01,86.0,65.0,76.0,3.0,65.0,68.0,0.0,11.0,0445,1911,BR HZ,0.0,0.0,0.0,29.23,29.94,2.4,13,4.1,1,21.0,11.0
1290,1,2010-08-02,84.0,67.0,76.0,3.0,67.0,70.0,0.0,11.0,0446,1910,RA BR,0.0,0.0,0.1,29.26,29.96,6.3,21,6.8,1,17.0,9.0
1292,1,2010-08-03,86.0,66.0,76.0,3.0,71.0,73.0,0.0,11.0,0447,1909,TSRA RA BR,0.0,0.0,0.28,29.2,29.91,2.6,21,3.3,1,20.0,5.0
1294,1,2010-08-04,83.0,71.0,77.0,4.0,72.0,73.0,0.0,12.0,0448,1908,TSRA RA BR,0.0,0.0,0.48,29.15,29.85,4.1,27,4.9,1,12.0,5.0
1296,1,2010-08-05,83.0,68.0,76.0,3.0,62.0,67.0,0.0,11.0,0449,1907, ,0.0,0.0,0.0,29.13,29.84,10.6,29,10.9,0,15.0,14.0
1298,1,2010-08-06,82.0,64.0,73.0,0.0,59.0,64.0,0.0,8.0,0450,1906, ,0.0,0.0,0.0,29.22,29.93,6.3,29,6.5,0,18.0,14.0
1300,1,2010-08-07,83.0,62.0,73.0,0.0,64.0,68.0,0.0,8.0,0451,1904, ,0.0,0.0,0.0,29.2,29.92,7.6,23,8.0,0,21.0,9.0
1302,1,2010-08-08,87.0,69.0,78.0,5.0,67.0,70.0,0.0,13.0,0452,1903,RA BR,0.0,0.0,0.08,29.13,29.86,9.3,22,9.9,1,18.0,11.0
1304,1,2010-08-09,88.0,72.0,80.0,7.0,71.0,74.0,0.0,15.0,0453,1902,TS,0.0,0.0,0.15,29.2,29.9,4.1,24,7.1,1,16.0,9.0
1306,1,2010-08-10,89.0,75.0,82.0,9.0,71.0,74.0,0.0,17.0,0454,1900, ,0.0,0.0,0.0,29.23,29.93,4.4,7,4.9,1,14.0,11.0
1308,1,2010-08-11,90.0,75.0,83.0,10.0,70.0,74.0,0.0,18.0,0455,1859,BR,0.0,0.0,0.0,29.13,29.84,4.2,28,6.0,1,15.0,13.0
1310,1,2010-08-12,92.0,74.0,83.0,10.0,70.0,74.0,0.0,18.0,0456,1858, ,0.0,0.0,0.0,29.13,29.83,3.3,10,5.7,1,18.0,13.0
1312,1,2010-08-13,92.0,73.0,83.0,10.0,70.0,74.0,0.0,18.0,0457,1856,TS BR,0.0,0.0,0.25,29.07,29.78,7.2,18,7.6,1,19.0,13.0
1314,1,2010-08-14,88.0,72.0,80.0,8.0,69.0,73.0,0.0,15.0,0458,1855, ,0.0,0.0,0.1,29.11,29.82,3.6,25,5.0,1,16.0,11.0
1316,1,2010-08-15,83.0,66.0,75.0,3.0,62.0,67.0,0.0,10.0,0459,1854, ,0.0,0.0,0.0,29.21,29.9,8.1,29,8.8,0,17.0,13.0
1318,1,2010-08-16,80.0,63.0,72.0,0.0,54.0,62.0,0.0,7.0,0500,1852, ,0.0,0.0,0.0,29.31,30.01,8.6,28,9.3,0,17.0,18.0
1320,1,2010-08-17,79.0,64.0,72.0,0.0,57.0,63.0,0.0,7.0,0501,1851,RA,0.0,0.0,0.03,29.36,30.07,4.5,30,6.1,0,15.0,15.0
1322,1,2010-08-18,84.0,63.0,74.0,2.0,61.0,66.0,0.0,9.0,0502,1849,RA,0.0,0.0,0.05,29.29,30.02,1.5,20,3.5,0,21.0,13.0
1324,1,2010-08-19,88.0,66.0,77.0,6.0,65.0,69.0,0.0,12.0,0503,1848, ,0.0,0.0,0.0,29.18,29.91,4.6,21,5.0,1,22.0,12.0
1326,1,2010-08-20,92.0,71.0,82.0,11.0,68.0,72.0,0.0,17.0,0504,1846,RA,0.0,0.0,0.03,29.11,29.81,10.5,19,11.2,1,21.0,14.0
1328,1,2010-08-21,86.0,71.0,79.0,8.0,69.0,72.0,0.0,14.0,0505,1845,RA BR,0.0,0.0,0.45,29.13,29.83,2.6,33,6.0,1,15.0,10.0
1330,1,2010-08-22,81.0,68.0,75.0,4.0,64.0,67.0,0.0,10.0,0506,1843, ,0.0,0.0,0.0,29.35,30.05,7.9,3,8.5,0,13.0,11.0
1332,1,2010-08-23,80.0,65.0,73.0,2.0,63.0,67.0,0.0,8.0,0508,1842, ,0.0,0.0,0.0,29.34,30.06,6.0,4,7.3,0,15.0,10.0
1334,1,2010-08-24,84.0,64.0,74.0,3.0,62.0,66.0,0.0,9.0,0509,1840, ,0.0,0.0,0.1,29.29,30.02,1.2,4,5.8,0,20.0,12.0
1336,1,2010-08-25,79.0,61.0,70.0,0.0,51.0,59.0,0.0,5.0,0510,1839, ,0.0,0.0,0.0,29.38,30.08,9.8,32,10.3,0,18.0,19.0
1338,1,2010-08-26,79.0,59.0,69.0,-1.0,52.0,59.0,0.0,4.0,0511,1837, ,0.0,0.0,0.0,29.44,30.16,0.8,6,5.2,0,20.0,17.0
1340,1,2010-08-27,86.0,59.0,73.0,3.0,56.0,63.0,0.0,8.0,0512,1835, ,0.0,0.0,0.0,29.39,30.11,8.6,21,9.0,0,27.0,17.0
1342,1,2010-08-28,88.0,65.0,77.0,7.0,54.0,63.0,0.0,12.0,0513,1834, ,0.0,0.0,0.0,29.36,30.08,10.5,19,10.8,0,23.0,23.0
1344,1,2010-08-29,94.0,71.0,83.0,13.0,66.0,71.0,0.0,18.0,0514,1832, ,0.0,0.0,0.0,29.39,30.1,10.6,19,11.4,1,23.0,17.0
1346,1,2010-08-30,88.0,74.0,81.0,11.0,67.0,72.0,0.0,16.0,0515,1831, ,0.0,0.0,0.0,29.39,30.13,14.1,19,14.5,1,14.0,14.0
1348,1,2010-08-31,93.0,75.0,84.0,15.0,68.0,73.0,0.0,19.0,0516,1829, ,0.0,0.0,0.0,29.28,30.01,14.7,20,15.0,1,18.0,16.0
1350,1,2010-09-01,81.0,71.0,76.0,8.0,68.0,70.0,0.0,11.0,0517,1827,RA,0.0,0.0,0.17,29.21,29.91,6.2,23,7.3,1,10.0,8.0
1352,1,2010-09-02,83.0,65.0,74.0,6.0,68.0,70.0,0.0,9.0,0518,1826,RA BR,0.0,0.0,1.55,29.09,29.81,5.6,21,6.9,1,18.0,6.0
1354,1,2010-09-03,70.0,56.0,63.0,-5.0,52.0,57.0,2.0,0.0,0519,1824, ,0.0,0.0,0.1,29.11,29.82,15.3,28,15.7,0,14.0,11.0
1356,1,2010-09-04,68.0,51.0,60.0,-8.0,44.0,51.0,5.0,0.0,0520,1822, ,0.0,0.0,0.1,29.25,29.96,11.3,29,11.9,0,17.0,16.0
1358,1,2010-09-05,76.0,49.0,63.0,-4.0,50.0,56.0,2.0,0.0,0521,1821,RA,0.0,0.0,0.1,29.21,29.95,7.9,20,9.0,0,27.0,13.0
1360,1,2010-09-06,82.0,66.0,74.0,7.0,52.0,61.0,0.0,9.0,0522,1819, ,0.0,0.0,0.1,29.12,29.83,14.2,20,14.9,0,16.0,22.0
1362,1,2010-09-07,77.0,58.0,68.0,1.0,49.0,58.0,0.0,3.0,0523,1817, ,0.0,0.0,0.0,29.21,29.9,17.4,25,18.8,0,19.0,19.0
1364,1,2010-09-08,71.0,51.0,61.0,-5.0,48.0,54.0,4.0,0.0,0524,1815, ,0.0,0.0,0.0,29.39,30.09,3.9,32,6.5,0,20.0,13.0
1366,1,2010-09-09,67.0,50.0,59.0,-7.0,49.0,54.0,6.0,0.0,0525,1814, ,0.0,0.0,0.0,29.36,30.09,5.7,3,6.5,0,17.0,10.0
1368,1,2010-09-10,72.0,55.0,64.0,-2.0,51.0,58.0,1.0,0.0,0526,1812, ,0.0,0.0,0.0,29.24,29.98,8.3,9,9.4,0,17.0,13.0
1370,1,2010-09-11,75.0,58.0,67.0,2.0,55.0,59.0,0.0,2.0,0527,1810,RA BR,0.0,0.0,0.24,29.15,29.87,1.9,24,9.4,0,17.0,12.0
1372,1,2010-09-12,83.0,54.0,69.0,4.0,51.0,59.0,0.0,4.0,0528,1809, ,0.0,0.0,0.0,29.29,30.0,7.5,26,7.9,0,29.0,18.0
1374,1,2010-09-13,82.0,57.0,70.0,5.0,50.0,59.0,0.0,5.0,0529,1807, ,0.0,0.0,0.0,29.29,30.01,4.9,31,6.1,0,25.0,20.0
1376,1,2010-09-14,77.0,54.0,66.0,2.0,49.0,57.0,0.0,1.0,0530,1805, ,0.0,0.0,0.0,29.38,30.1,3.8,5,4.9,0,23.0,17.0
1378,1,2010-09-15,75.0,59.0,67.0,3.0,54.0,60.0,0.0,2.0,0531,1803, ,0.0,0.0,0.1,29.25,30.01,7.6,12,9.1,0,16.0,13.0
1380,1,2010-09-16,69.0,53.0,61.0,-3.0,56.0,59.0,4.0,0.0,0532,1760,RA,0.0,0.0,0.16,29.19,29.88,6.6,33,11.4,0,16.0,5.0
1382,1,2010-09-17,74.0,49.0,62.0,-2.0,50.0,56.0,3.0,0.0,0533,1758, ,0.0,0.0,0.0,29.36,30.07,3.8,19,4.5,0,25.0,12.0
1384,1,2010-09-18,65.0,58.0,62.0,-2.0,55.0,58.0,3.0,0.0,0535,1756,TSRA BR,0.0,0.0,0.35,29.42,30.13,3.9,3,6.5,0,7.0,7.0
1386,1,2010-09-19,67.0,55.0,61.0,-2.0,49.0,55.0,4.0,0.0,0536,1755,RA,0.0,0.0,0.1,29.46,30.18,7.1,4,7.9,0,12.0,12.0
1388,1,2010-09-20,75.0,62.0,69.0,7.0,60.0,63.0,0.0,4.0,0537,1753, ,0.0,0.0,0.1,29.29,30.04,4.5,12,6.6,0,13.0,9.0
1390,1,2010-09-21,88.0,68.0,78.0,16.0,64.0,68.0,0.0,13.0,0538,1751,TSRA RA,0.0,0.0,0.05,29.16,29.87,10.8,22,11.6,0,20.0,14.0
1392,1,2010-09-22,74.0,63.0,69.0,7.0,61.0,63.0,0.0,4.0,0539,1749, ,0.0,0.0,0.0,29.31,30.02,2.8,6,6.0,0,11.0,8.0
1394,1,2010-09-23,89.0,65.0,77.0,16.0,62.0,68.0,0.0,12.0,0540,1748, ,0.0,0.0,0.0,29.15,29.88,16.6,20,17.1,0,24.0,15.0
1396,1,2010-09-24,80.0,56.0,68.0,7.0,54.0,59.0,0.0,3.0,0541,1746,RA BR,0.0,0.0,0.26,29.18,29.88,15.6,25,17.3,0,24.0,14.0
1398,1,2010-09-25,60.0,52.0,56.0,-5.0,43.0,49.0,9.0,0.0,0542,1744, ,0.0,0.0,0.0,29.4,30.11,6.8,36,8.9,0,8.0,13.0
1400,1,2010-09-26,60.0,50.0,55.0,-5.0,45.0,49.0,10.0,0.0,0543,1742,RA,0.0,0.0,0.1,29.4,30.13,9.5,2,10.1,0,10.0,10.0
1402,1,2010-09-27,65.0,48.0,57.0,-3.0,45.0,50.0,8.0,0.0,0544,1741, ,0.0,0.0,0.0,29.18,29.95,1.4,2,4.9,0,17.0,12.0
1404,1,2010-09-28,71.0,46.0,59.0,0.0,45.0,52.0,6.0,0.0,0545,1739, ,0.0,0.0,0.0,29.07,29.8,2.5,2,3.7,0,25.0,14.0
1406,1,2010-09-29,75.0,52.0,64.0,5.0,48.0,55.0,1.0,0.0,0546,1737, ,0.0,0.0,0.0,29.09,29.81,5.4,22,5.7,0,23.0,16.0
1408,1,2010-09-30,74.0,52.0,63.0,4.0,49.0,55.0,2.0,0.0,0547,1735, ,0.0,0.0,0.0,29.23,29.93,8.3,36,9.3,0,22.0,14.0
1410,1,2010-10-01,73.0,48.0,61.0,3.0,44.0,52.0,4.0,0.0,0548,1734,RA BR,0.0,0.0,0.08,29.31,30.04,4.2,29,6.2,0,25.0,17.0
1412,1,2010-10-02,57.0,45.0,51.0,-7.0,41.0,46.0,14.0,0.0,0549,1732,RA,0.0,0.0,0.26,29.47,30.18,15.2,36,15.4,0,12.0,10.0
1414,1,2010-10-03,56.0,42.0,49.0,-8.0,39.0,44.0,16.0,0.0,0550,1730,RA,0.0,0.0,0.08,29.64,30.36,10.3,1,11.3,0,14.0,10.0
1416,1,2010-10-04,60.0,38.0,49.0,-8.0,39.0,45.0,16.0,0.0,0552,1729, ,0.0,0.0,0.0,29.65,30.38,2.4,2,3.6,0,22.0,10.0
1418,1,2010-10-05,68.0,39.0,54.0,-3.0,38.0,46.0,11.0,0.0,0553,1727, ,0.0,0.0,0.0,29.59,30.33,1.3,32,3.5,0,29.0,16.0
1420,1,2010-10-06,78.0,46.0,62.0,6.0,44.0,53.0,3.0,0.0,0554,1725, ,0.0,0.0,0.0,29.33,30.07,7.0,28,7.9,0,32.0,18.0
1422,1,2010-10-07,76.0,49.0,63.0,7.0,39.0,50.0,2.0,0.0,0555,1724, ,0.0,0.0,0.0,29.36,30.08,5.8,30,6.2,0,27.0,24.0
1424,1,2010-10-08,79.0,48.0,64.0,8.0,40.0,52.0,1.0,0.0,0556,1722, ,0.0,0.0,0.0,29.31,30.03,7.0,24,7.3,0,31.0,24.0
1426,1,2010-10-09,86.0,55.0,71.0,16.0,52.0,59.0,0.0,6.0,0557,1720, ,0.0,0.0,0.0,29.25,29.98,2.5,24,3.6,0,31.0,19.0
1428,1,2010-10-10,84.0,57.0,71.0,16.0,50.0,59.0,0.0,6.0,0558,1719, ,0.0,0.0,0.0,29.16,29.89,4.0,25,4.1,0,27.0,21.0
1430,1,2010-10-11,82.0,54.0,68.0,14.0,52.0,58.0,0.0,3.0,0559,1717, ,0.0,0.0,0.0,29.12,29.83,2.2,3,4.0,0,28.0,16.0
1432,1,2010-10-12,76.0,52.0,64.0,10.0,54.0,58.0,1.0,0.0,0600,1715, ,0.0,0.0,0.0,29.21,29.92,3.3,6,3.9,0,24.0,10.0
1434,1,2010-10-13,66.0,47.0,57.0,4.0,46.0,52.0,8.0,0.0,0602,1714,TSRA RA,0.0,0.0,0.1,29.35,30.06,7.2,35,8.6,0,19.0,11.0
1436,1,2010-10-14,66.0,43.0,55.0,2.0,32.0,45.0,10.0,0.0,0603,1712, ,0.0,0.0,0.0,29.21,29.96,7.2,27,9.2,0,23.0,23.0
1438,1,2010-10-15,63.0,44.0,54.0,1.0,41.0,47.0,11.0,0.0,0604,1711, ,0.0,0.0,0.0,29.34,30.06,6.4,1,8.1,0,19.0,13.0
1440,1,2010-10-16,71.0,40.0,56.0,4.0,39.0,48.0,9.0,0.0,0605,1709,BR,0.0,0.0,0.0,29.31,30.04,8.0,23,9.1,0,31.0,17.0
1442,1,2010-10-17,65.0,47.0,56.0,4.0,36.0,46.0,9.0,0.0,0606,1707, ,0.0,0.0,0.0,29.35,30.08,3.7,1,5.4,0,18.0,20.0
1444,1,2010-10-18,61.0,43.0,52.0,1.0,40.0,47.0,13.0,0.0,0607,1706, ,0.0,0.0,0.0,29.29,30.02,5.0,4,6.2,0,18.0,12.0
1446,1,2010-10-19,60.0,39.0,50.0,-1.0,35.0,43.0,15.0,0.0,0608,1704, ,0.0,0.0,0.0,29.23,29.98,6.1,27,7.2,0,21.0,15.0
1448,1,2010-10-20,70.0,44.0,57.0,7.0,35.0,46.0,8.0,0.0,0610,1703, ,0.0,0.0,0.1,29.03,29.76,10.2,26,12.1,0,26.0,22.0
1450,1,2010-10-21,56.0,38.0,47.0,-3.0,30.0,40.0,18.0,0.0,0611,1701, ,0.0,0.0,0.0,29.25,29.96,9.4,30,10.0,0,18.0,17.0
1452,1,2010-10-22,64.0,33.0,49.0,-1.0,31.0,42.0,16.0,0.0,0612,1660, ,0.0,0.0,0.02,29.34,30.07,5.8,21,6.5,0,31.0,18.0
1454,1,2010-10-23,65.0,54.0,60.0,11.0,47.0,53.0,5.0,0.0,0613,1658,RA BR,0.0,0.0,0.1,29.2,29.94,10.0,21,11.4,0,11.0,13.0
1456,1,2010-10-24,72.0,54.0,63.0,14.0,53.0,57.0,2.0,0.0,0614,1657,RA BR,0.0,0.0,0.05,28.98,29.74,8.4,21,9.6,0,18.0,10.0
1458,1,2010-10-25,72.0,56.0,64.0,16.0,56.0,60.0,1.0,0.0,0616,1656,BR,0.0,0.0,0.0,28.74,29.5,11.6,19,12.4,0,16.0,8.0
1460,1,2010-10-26,70.0,54.0,62.0,14.0,47.0,53.0,3.0,0.0,0617,1654,RA BR,0.0,0.0,0.24,28.55,29.25,24.1,21,26.3,0,16.0,15.0
1462,1,2010-10-27,65.0,43.0,54.0,6.0,32.0,44.0,11.0,0.0,0618,1653, ,0.0,0.0,0.0,28.92,29.59,21.8,24,23.2,0,22.0,22.0
1464,1,2010-10-28,46.0,39.0,43.0,-4.0,31.0,38.0,22.0,0.0,0619,1651, ,0.0,0.0,0.1,29.43,30.1,13.7,28,14.1,0,7.0,12.0
1466,1,2010-10-29,50.0,31.0,41.0,-6.0,27.0,36.0,24.0,0.0,0620,1650, ,0.0,0.0,0.0,29.48,30.24,6.2,24,8.9,0,19.0,14.0
1468,1,2010-10-30,63.0,42.0,53.0,7.0,32.0,42.0,12.0,0.0,0622,1649, ,0.0,0.0,0.0,29.14,29.88,6.5,25,13.3,0,21.0,21.0
1470,1,2010-10-31,52.0,36.0,44.0,-2.0,30.0,38.0,21.0,0.0,0623,1647, ,0.0,0.0,0.0,29.49,30.2,5.8,1,6.9,0,16.0,14.0
1472,1,2011-05-01,63.0,47.0,55.0,2.0,37.0,47.0,10.0,0.0,0448,1849, ,0.0,0.0,0.0,29.26,29.95,11.4,26,11.9,0,16.0,18.0
1474,1,2011-05-02,59.0,42.0,51.0,-3.0,31.0,42.0,14.0,0.0,0447,1850, ,0.0,0.0,0.0,29.46,30.17,5.3,36,9.9,0,17.0,20.0
